,A.RTL1,A.RTL2,A.RTL3,A.RTL4,A.FLIP1,A.FLIP2,A.FLIP3,A.FLIPGeneral,A.ALTHOLD1,A.ALTHOLD2,A.CIRCLE1,A.CIRCLE2,A.CIRCLE3,A.CIRCLE4,A.CIRCLE5,A.CIRCLE6,A.CIRCLE7,A.LAND1,A.LAND2,A.AUTO1,A.BRAKE1,A.DRIFT1,A.LOITER1,A.GUIDED1,A.SPORT1,A.RC.FS1,A.RC.FS2,A.CHUTE1,A.GPS.FS1,A.GPS.FS2
701,"('BRD_RTC_TZ_MIN', 0.0)","('OSD4_TER_HGT_Y', 4.312944910656036e-06)","('OSD3_MESSAGE_X', 7.901731612247609e-06)","('AHRS_CUSTOM_PIT', 0.0)","('BATT6_FL_FLTR', 0.0)","('BATT9_VOLT_MULT', 0.0)","('BATT_SERIAL_NUM', 0.0)","('BATT9_AMP_OFFSET', 0.0)","('BRD_SBUS_OUT', 0.0)","('BATT9_ARM_VOLT', 0.0)","('CAN_D1_UC_SRV_BM', 0.0)","('CAN_D1_UC_SRV_RT', 0.0)","('BRD_IO_ENABLE', 0.0)","('BRD_HEAT_I', 0.0)","('BRD_RADIO_TESTCH', 0.0)","('BRD_RTC_TZ_MIN', 0.0)","('BATT8_CAPACITY', 0.0)","('AROT_HS_SET_PT', 0.0)","('AROT_HS_SET_PT', 0.0)","('BRD_HEAT_P', 0.0)","('BATT_FL_FLTR', 0.0)","('BATT5_AMP_PERVLT', 0.0)","('BRD_HEAT_LOWMGN', 0.0)","('BATT_I2C_BUS', 0.0)","('BATT3_LOW_TIMER', 0.0)","('AUTOTUNE_GN_MAX', 0.0)","('FS_EKF_ACTION', 0.0)","('AFS_RC_FAIL_TIME', 0.0)","('BARO2_WCF_RGT', 0.0)","('ADSB_SQUAWK', 0.0)"
702,"('BTN_ENABLE', 0.0)","('OSD4_AVGCELLV_Y', 4.312944910656036e-06)","('OSD3_GSPEED_X', 7.901731612247609e-06)","('AHRS_CUSTOM_YAW', 0.0)","('BATT6_FL_PIN', 0.0)","('BATT9_VLT_OFFSET', 0.0)","('BATT_FS_VOLTSRC', 0.0)","('BATT9_VLT_OFFSET', 0.0)","('BRD_SAFETY_MASK', 0.0)","('BATT9_OPTIONS', 0.0)","('CAN_D1_UC_ESC_BM', 0.0)","('CAN_D1_UC_OPTION', 0.0)","('BRD_SAFETYOPTION', 0.0)","('BRD_HEAT_IMAX', 0.0)","('BRD_RADIO_TSIGCH', 0.0)","('BTN_ENABLE', 0.0)","('BATT8_SERIAL_NUM', 0.0)","('AROT_TARG_SP', 0.0)","('AROT_TARG_SP', 0.0)","('BRD_HEAT_I', 0.0)","('BATT_FL_PIN', 0.0)","('BATT5_AMP_OFFSET', 0.0)","('BRD_RADIO_TYPE', 0.0)","('BATT_I2C_ADDR', 0.0)","('BATT3_FS_VOLTSRC', 0.0)","('AUTOTUNE_VELXY_P', 0.0)","('FS_EKF_THRESH', 0.0)","('AHRS_GPS_GAIN', 0.0)","('BARO2_WCF_LFT', 0.0)","('ADSB_RF_CAPABLE', 0.0)"
703,"('BTN_PIN1', 0.0)","('OSD4_RESTVOLT_Y', 4.312944910656036e-06)","('OSD3_HORIZON_X', 7.901731612247609e-06)","('AIS_TYPE', 0.0)","('BATT7_CAPACITY', 0.0)","('BATT9_I2C_BUS', 0.0)","('BATT_ARM_VOLT', 0.0)","('BATT9_I2C_BUS', 0.0)","('BRD_HEAT_TARG', 0.0)","('BATT9_VOLT_PIN', 0.0)","('CAN_D1_UC_SRV_RT', 0.0)","('CAN_D1_UC_NTF_RT', 0.0)","('BRD_VBUS_MIN', 0.0)","('BRD_ALT_CONFIG', 0.0)","('BRD_RADIO_TPPSCH', 0.0)","('BTN_PIN1', 0.0)","('BATT8_LOW_TIMER', 0.0)","('AROT_AS_ACC_MAX', 0.0)","('AROT_AS_ACC_MAX', 0.0)","('BRD_HEAT_IMAX', 0.0)","('BCN_TYPE', 0.0)","('BATT5_VLT_OFFSET', 0.0)","('BRD_RADIO_PROT', 0.0)","('BATT_SUM_MASK', 0.0)","('BATT3_ARM_VOLT', 0.0)","('AVD_ENABLE', 0.0)","('FS_CRASH_CHECK', 0.0)","('AHRS_GPS_USE', 0.0)","('BARO3_WCF_ENABLE', 0.0)","('ADSB_LOG', 0.0)"
704,"('BTN_PIN2', 0.0)","('OSD4_FENCE_Y', 4.312944910656036e-06)","('OSD3_HOME_X', 7.901731612247609e-06)","('AIS_LIST_MAX', 0.0)","('BATT7_SERIAL_NUM', 0.0)","('BATT9_I2C_ADDR', 0.0)","('BATT_OPTIONS', 0.0)","('BATT9_I2C_ADDR', 0.0)","('BRD_TYPE', 0.0)","('BATT9_VOLT_MULT', 0.0)","('CAN_D1_UC_OPTION', 0.0)","('CAN_D1_UC_ESC_OF', 0.0)","('BRD_VSERVO_MIN', 0.0)","('BRD_HEAT_LOWMGN', 0.0)","('BRD_RADIO_TXMAX', 0.0)","('BTN_PIN2', 0.0)","('BATT8_FS_VOLTSRC', 0.0)","('AROT_BAIL_TIME', 0.0)","('AROT_BAIL_TIME', 0.0)","('BRD_ALT_CONFIG', 0.0)","('BCN_LATITUDE', 0.0)","('BATT5_I2C_BUS', 0.0)","('BRD_RADIO_DEBUG', 0.0)","('BATT_CURR_MULT', 0.0)","('BATT3_OPTIONS', 0.0)","('AVD_F_ACTION', 0.0)","('RC_SPEED', 0.0)","('AHRS_YAW_P', 0.0)","('BARO3_WCF_FWD', 0.0)","('ADSB_OPTIONS', 0.0)"
705,"('BTN_PIN3', 0.0)","('OSD4_RNGF_Y', 4.312944910656036e-06)","('OSD3_HEADING_X', 7.901731612247609e-06)","('AIS_TIME_OUT', 0.0)","('BATT7_LOW_TIMER', 0.0)","('BATT9_FL_VLT_MIN', 0.0)","('BATT_VOLT_PIN', 0.0)","('BATT9_SUM_MASK', 0.0)","('BRD_IO_ENABLE', 0.0)","('BATT9_VLT_OFFSET', 0.0)","('CAN_D1_UC_NTF_RT', 0.0)","('CAN_D1_UC_POOL', 0.0)","('BRD_PWM_VOLT_SEL', 0.0)","('BRD_RADIO_TYPE', 0.0)","('BRD_RADIO_BZOFS', 0.0)","('BTN_PIN3', 0.0)","('BATT8_LOW_VOLT', 0.0)","('AROT_HS_SENSOR', 0.0)","('AROT_HS_SENSOR', 0.0)","('BRD_HEAT_LOWMGN', 0.0)","('BCN_LONGITUDE', 0.0)","('BATT5_I2C_ADDR', 0.0)","('BRD_RADIO_DISCRC', 0.0)","('BATT_FL_VLT_MIN', 0.0)","('BATT3_VOLT_PIN', 0.0)","('AVD_W_ACTION', 0.0)","('ACRO_BAL_ROLL', 0.0)","('AHRS_RP_P', 0.0)","('BARO3_WCF_BCK', 0.0)","('AFS_ENABLE', 0.0)"
706,"('BTN_PIN4', 0.0)","('OSD4_LINK_Q_Y', 4.312944910656036e-06)","('OSD3_THROTTLE_X', 7.901731612247609e-06)","('AIS_LOGGING', 0.0)","('BATT7_FS_VOLTSRC', 0.0)","('BATT9_FL_V_MULT', 0.0)","('BATT_CURR_PIN', 0.0)","('BATT9_CURR_MULT', 0.0)","('BRD_SAFETYOPTION', 0.0)","('BATT9_I2C_BUS', 0.0)","('CAN_D1_UC_ESC_OF', 0.0)","('CAN_D2_PROTOCOL', 0.0)","('BRD_OPTIONS', 0.0)","('BRD_RADIO_PROT', 0.0)","('BRD_RADIO_ABTIME', 0.0)","('BTN_PIN4', 0.0)","('BATT8_LOW_MAH', 0.0)","('AROT_FW_V_P', 0.0)","('AROT_FW_V_P', 0.0)","('BRD_RADIO_TYPE', 0.0)","('BCN_ALT', 0.0)","('BATT5_SUM_MASK', 0.0)","('BRD_RADIO_SIGCH', 0.0)","('BATT_FL_V_MULT', 0.0)","('BATT3_CURR_PIN', 0.0)","('AVD_F_RCVRY', 0.0)","('ACRO_BAL_PITCH', 0.0)","('AHRS_WIND_MAX', 0.0)","('BARO3_WCF_RGT', 0.0)","('AFS_MAN_PIN', 0.0)"
707,"('BTN_REPORT_SEND', 0.0)","('OSD5_PARAM1_Y', 4.312944910656036e-06)","('OSD3_COMPASS_X', 7.901731612247609e-06)","('ARMING_ACCTHRESH', 0.0)","('BATT7_LOW_VOLT', 0.0)","('BATT9_FL_FLTR', 0.0)","('BATT_VOLT_MULT', 0.0)","('BATT9_FL_VLT_MIN', 0.0)","('BRD_VBUS_MIN', 0.0)","('BATT9_I2C_ADDR', 0.0)","('CAN_D1_UC_POOL', 0.0)","('CAN_D2_KDE_NPOLE', 0.0)","('BRD_BOOT_DELAY', 0.0)","('BRD_RADIO_DEBUG', 0.0)","('BRD_RADIO_ABLVL', 0.0)","('BTN_REPORT_SEND', 0.0)","('BATT8_CRT_VOLT', 0.0)","('AROT_FW_V_FF', 0.0)","('AROT_FW_V_FF', 0.0)","('BRD_RADIO_PROT', 0.0)","('BCN_ORIENT_YAW', 0.0)","('BATT5_CURR_MULT', 0.0)","('BRD_RADIO_PPSCH', 0.0)","('BATT_FL_FLTR', 0.0)","('BATT3_VOLT_MULT', 0.0)","('AVD_OBS_MAX', 0.0)","('THROW_MOT_START', 0.0)","('AHRS_TRIM_Z', 0.0)","('BARO3_WCF_LFT', 0.0)","('AFS_HB_PIN', 0.0)"
708,"('BTN_FUNC1', 0.0)","('OSD5_PARAM2_Y', 4.312944910656036e-06)","('OSD3_WIND_X', 7.901731612247609e-06)","('ARMING_MIS_ITEMS', 0.0)","('BATT7_LOW_MAH', 0.0)","('BATT9_FL_PIN', 0.0)","('BATT_AMP_PERVLT', 0.0)","('BATT9_FL_V_MULT', 0.0)","('BRD_VSERVO_MIN', 0.0)","('BATT9_FL_VLT_MIN', 0.0)","('CAN_D2_PROTOCOL', 0.0)","('CAN_D2_PC_ESC_BM', 0.0)","('BRD_HEAT_P', 0.0)","('BRD_RADIO_DISCRC', 0.0)","('BRD_RTC_TYPES', 0.0)","('BTN_OPTIONS1', 0.0)","('BATT8_CRT_MAH', 0.0)","('ARSPD_TYPE', 0.0)","('ARSPD_TYPE', 0.0)","('BRD_RADIO_DEBUG', 0.0)","('BRD_SAFETYENABLE', 0.0)","('BATT5_FL_VLT_MIN', 0.0)","('BRD_RADIO_TELEM', 0.0)","('BATT_FL_PIN', 0.0)","('BATT3_AMP_PERVLT', 0.0)","('AVD_W_TIME', 0.0)","('WP_NAVALT_MIN', 0.0)","('AHRS_COMP_BETA', 0.0)","('BATT2_MONITOR', 0.0)","('AFS_WP_COMMS', 0.0)"
709,"('BTN_FUNC2', 0.0)","('OSD5_PARAM3_Y', 4.312944910656036e-06)","('OSD3_ASPEED_X', 7.901731612247609e-06)","('ARMING_CHECK', 0.0)","('BATT7_CRT_VOLT', 0.0)","('BATT_CAPACITY', 0.0)","('BATT_AMP_OFFSET', 0.0)","('BATT9_FL_FLTR', 0.0)","('BRD_SD_SLOWDOWN', 0.0)","('BATT9_FL_V_MULT', 0.0)","('CAN_D2_KDE_NPOLE', 0.0)","('CAN_D2_PC_ESC_RT', 0.0)","('BRD_HEAT_I', 0.0)","('BRD_RADIO_SIGCH', 0.0)","('BRD_RTC_TZ_MIN', 0.0)","('BTN_OPTIONS2', 0.0)","('BATT8_FS_LOW_ACT', 0.0)","('ARSPD_OFFSET', 0.0)","('ARSPD_OFFSET', 0.0)","('BRD_RADIO_DISCRC', 0.0)","('BRD_SBUS_OUT', 0.0)","('BATT5_FL_V_MULT', 0.0)","('BRD_RADIO_TXPOW', 0.0)","('BCN_TYPE', 0.0)","('BATT3_AMP_OFFSET', 0.0)","('AVD_F_TIME', 0.0)","('THROW_TYPE', 0.0)","('AHRS_GPS_MINSATS', 0.0)","('BATT2_CAPACITY', 0.0)","('AFS_TERMINATE', 0.0)"
710,"('BTN_FUNC3', 0.0)","('OSD5_PARAM4_Y', 4.312944910656036e-06)","('OSD3_VSPEED_X', 7.901731612247609e-06)","('ARMING_OPTIONS', 0.0)","('BATT7_CRT_MAH', 0.0)","('BATT_SERIAL_NUM', 0.0)","('BATT_VLT_OFFSET', 0.0)","('BATT9_FL_PIN', 0.0)","('BRD_PWM_VOLT_SEL', 0.0)","('BATT9_FL_FLTR', 0.0)","('CAN_D2_PC_ESC_BM', 0.0)","('CAN_D2_PC_SRV_BM', 0.0)","('BRD_HEAT_IMAX', 0.0)","('BRD_RADIO_PPSCH', 0.0)","('BTN_ENABLE', 0.0)","('BTN_OPTIONS3', 0.0)","('BATT8_FS_CRT_ACT', 0.0)","('ARSPD_RATIO', 0.0)","('ARSPD_RATIO', 0.0)","('BRD_RADIO_SIGCH', 0.0)","('BRD_SAFETY_MASK', 0.0)","('BATT5_FL_FLTR', 0.0)","('BRD_RADIO_FCCTST', 0.0)","('BCN_LATITUDE', 0.0)","('BATT3_VLT_OFFSET', 0.0)","('AVD_W_DIST_XY', 0.0)","('GND_EFFECT_COMP', 0.0)","('AHRS_EKF_TYPE', 0.0)","('BATT2_LOW_TIMER', 0.0)","('AFS_TERM_ACTION', 0.0)"
711,"('BTN_FUNC4', 0.0)","('OSD5_PARAM5_Y', 4.312944910656036e-06)","('OSD3_ESCTEMP_X', 7.901731612247609e-06)","('AROT_ENABLE', 0.0)","('BATT7_FS_LOW_ACT', 0.0)","('BATT_LOW_TIMER', 0.0)","('BATT_I2C_BUS', 0.0)","('BATT_MONITOR', 0.0)","('BRD_OPTIONS', 0.0)","('BATT9_FL_PIN', 0.0)","('CAN_D2_PC_ESC_RT', 0.0)","('CAN_D2_PC_SRV_RT', 0.0)","('BRD_ALT_CONFIG', 0.0)","('BRD_RADIO_TELEM', 0.0)","('BTN_PIN1', 0.0)","('BTN_OPTIONS4', 0.0)","('BATT8_ARM_VOLT', 0.0)","('ARSPD_PIN', 0.0)","('ARSPD_PIN', 0.0)","('BRD_RADIO_PPSCH', 0.0)","('BRD_HEAT_TARG', 0.0)","('BATT5_FL_PIN', 0.0)","('BRD_RADIO_STKMD', 0.0)","('BCN_LONGITUDE', 0.0)","('BATT3_I2C_BUS', 0.0)","('AVD_F_DIST_XY', 0.0)","('SYSID_ENFORCE', 0.0)","('AIS_TYPE', 0.0)","('BATT2_FS_VOLTSRC', 0.0)","('AFS_TERM_PIN', 0.0)"
712,"('CAM_TRIGG_TYPE', 0.0)","('OSD5_PARAM6_Y', 4.312944910656036e-06)","('OSD3_ESCRPM_X', 7.901731612247609e-06)","('AROT_HS_P', 0.0)","('BATT7_FS_CRT_ACT', 0.0)","('BATT_FS_VOLTSRC', 0.0)","('BATT_I2C_ADDR', 0.0)","('BATT_CAPACITY', 0.0)","('BRD_BOOT_DELAY', 0.0)","('BATT_CAPACITY', 0.0)","('CAN_D2_PC_SRV_BM', 0.0)","('CAN_D2_TST_ID', 0.0)","('BRD_HEAT_LOWMGN', 0.0)","('BRD_RADIO_TXPOW', 0.0)","('BTN_PIN2', 0.0)","('BTN_FUNC1', 0.0)","('BATT8_ARM_MAH', 0.0)","('ARSPD_AUTOCAL', 0.0)","('ARSPD_AUTOCAL', 0.0)","('BRD_RADIO_TELEM', 0.0)","('BRD_TYPE', 0.0)","('BATT6_MONITOR', 0.0)","('BRD_RADIO_TESTCH', 0.0)","('BCN_ORIENT_YAW', 0.0)","('BATT3_I2C_ADDR', 0.0)","('AVD_W_DIST_Z', 0.0)","('FRAME_CLASS', 0.0)","('AIS_LIST_MAX', 0.0)","('BATT2_ARM_VOLT', 0.0)","('AFS_MAX_COM_LOSS', 0.0)"
713,"('CAM_DURATION', 0.0)","('OSD5_PARAM7_Y', 4.312944910656036e-06)","('OSD3_ESCAMPS_X', 7.901731612247609e-06)","('AROT_HS_SET_PT', 0.0)","('BATT7_ARM_VOLT', 0.0)","('BATT_LOW_VOLT', 0.0)","('BATT_SUM_MASK', 0.0)","('BATT_SERIAL_NUM', 0.0)","('BRD_HEAT_P', 0.0)","('BATT_SERIAL_NUM', 0.0)","('CAN_D2_PC_SRV_RT', 0.0)","('CAN_D2_TST_LPR8', 0.0)","('BRD_RADIO_TYPE', 0.0)","('BRD_RADIO_FCCTST', 0.0)","('BTN_PIN3', 0.0)","('BTN_FUNC2', 0.0)","('BATT8_VOLT_PIN', 0.0)","('ARSPD_BUS', 0.0)","('ARSPD_BUS', 0.0)","('BRD_RADIO_TXPOW', 0.0)","('BRD_IO_ENABLE', 0.0)","('BATT6_CAPACITY', 0.0)","('BRD_RADIO_TSIGCH', 0.0)","('BRD_SAFETYENABLE', 0.0)","('BATT3_SUM_MASK', 0.0)","('AVD_F_DIST_Z', 0.0)","('PILOT_SPEED_DN', 0.0)","('AIS_TIME_OUT', 0.0)","('BATT2_OPTIONS', 0.0)","('AFS_GEOFENCE', 0.0)"
714,"('CAM_SERVO_ON', 0.0)","('OSD5_PARAM8_Y', 4.312944910656036e-06)","('OSD3_GPSLAT_X', 7.901731612247609e-06)","('AROT_AS_ACC_MAX', 0.0)","('BATT7_ARM_MAH', 0.0)","('BATT_LOW_MAH', 0.0)","('BATT_CURR_MULT', 0.0)","('BATT_FS_VOLTSRC', 0.0)","('BRD_HEAT_I', 0.0)","('BATT_LOW_TIMER', 0.0)","('CAN_D2_TST_ID', 0.0)","('CAN_D2_UC_NODE', 0.0)","('BRD_RADIO_PROT', 0.0)","('BRD_RADIO_TESTCH', 0.0)","('BTN_PIN4', 0.0)","('BTN_FUNC3', 0.0)","('BATT8_CURR_PIN', 0.0)","('ARSPD_PRIMARY', 0.0)","('ARSPD_PRIMARY', 0.0)","('BRD_RADIO_FCCTST', 0.0)","('BRD_SAFETYOPTION', 0.0)","('BATT6_SERIAL_NUM', 0.0)","('BRD_RADIO_TPPSCH', 0.0)","('BRD_SBUS_OUT', 0.0)","('BATT3_CURR_MULT', 0.0)","('AVOID_ANGLE_MAX', 0.0)","('LAND_ALT_LOW', 0.0)","('AIS_LOGGING', 0.0)","('BATT2_VOLT_PIN', 0.0)","('AFS_RC', 0.0)"
715,"('CAM_SERVO_OFF', 0.0)","('OSD5_PARAM9_Y', 4.312944910656036e-06)","('OSD3_GPSLONG_X', 7.901731612247609e-06)","('AROT_HS_SENSOR', 0.0)","('BATT7_OPTIONS', 0.0)","('BATT_CRT_VOLT', 0.0)","('BATT_FL_VLT_MIN', 0.0)","('BATT_ARM_VOLT', 0.0)","('BRD_HEAT_IMAX', 0.0)","('BATT_FS_VOLTSRC', 0.0)","('CAN_D2_TST_LPR8', 0.0)","('CAN_D2_UC_SRV_BM', 0.0)","('BRD_RADIO_DEBUG', 0.0)","('BRD_RADIO_TSIGCH', 0.0)","('BTN_REPORT_SEND', 0.0)","('BTN_FUNC4', 0.0)","('BATT8_VOLT_MULT', 0.0)","('ARSPD2_TYPE', 0.0)","('ARSPD2_TYPE', 0.0)","('BRD_RADIO_TESTCH', 0.0)","('BRD_VBUS_MIN', 0.0)","('BATT6_LOW_TIMER', 0.0)","('BRD_RADIO_TXMAX', 0.0)","('BRD_SAFETY_MASK', 0.0)","('BATT3_FL_VLT_MIN', 0.0)","('AVOID_DIST_MAX', 0.0)","('FS_VIBE_ENABLE', 0.0)","('ARMING_ACCTHRESH', 0.0)","('BATT2_CURR_PIN', 0.0)","('AFS_RC_MAN_ONLY', 0.0)"
716,"('CAM_TRIGG_DIST', 0.0)","('OSD6_PARAM1_Y', 4.312944910656036e-06)","('OSD3_ROLL_X', 7.901731612247609e-06)","('AROT_FW_V_P', 0.0)","('BATT7_VOLT_PIN', 0.0)","('BATT_CRT_MAH', 0.0)","('BATT_FL_V_MULT', 0.0)","('BATT_OPTIONS', 0.0)","('BRD_ALT_CONFIG', 0.0)","('BATT_ARM_VOLT', 0.0)","('CAN_D2_UC_NODE', 0.0)","('CAN_D2_UC_ESC_BM', 0.0)","('BRD_RADIO_DISCRC', 0.0)","('BRD_RADIO_TPPSCH', 0.0)","('BTN_OPTIONS1', 0.0)","('CAM_TRIGG_TYPE', 0.0)","('BATT8_AMP_PERVLT', 0.0)","('ARSPD2_OFFSET', 0.0)","('ARSPD2_OFFSET', 0.0)","('BRD_RADIO_TSIGCH', 0.0)","('BRD_VSERVO_MIN', 0.0)","('BATT6_FS_VOLTSRC', 0.0)","('BRD_RADIO_BZOFS', 0.0)","('BRD_HEAT_TARG', 0.0)","('BATT3_FL_V_MULT', 0.0)","('AVOID_BEHAVE', 0.0)","('FS_OPTIONS', 0.0)","('ARMING_MIS_ITEMS', 0.0)","('BATT2_VOLT_MULT', 0.0)","('AHRS_RP_P', 0.0)"
717,"('CAM_RELAY_ON', 0.0)","('OSD6_PARAM2_Y', 4.312944910656036e-06)","('OSD3_PITCH_X', 7.901731612247609e-06)","('AROT_FW_V_FF', 0.0)","('BATT7_VOLT_MULT', 0.0)","('BATT_FS_LOW_ACT', 0.0)","('BATT_FL_FLTR', 0.0)","('BATT_VOLT_PIN', 0.0)","('BRD_HEAT_LOWMGN', 0.0)","('BATT_OPTIONS', 0.0)","('CAN_D2_UC_SRV_BM', 0.0)","('CAN_D2_UC_SRV_RT', 0.0)","('BRD_RADIO_SIGCH', 0.0)","('BRD_RADIO_TXMAX', 0.0)","('BTN_OPTIONS2', 0.0)","('CAM_DURATION', 0.0)","('BATT8_AMP_OFFSET', 0.0)","('ARSPD2_RATIO', 0.0)","('ARSPD2_RATIO', 0.0)","('BRD_RADIO_TPPSCH', 0.0)","('BRD_SD_SLOWDOWN', 0.0)","('BATT6_ARM_VOLT', 0.0)","('BRD_RADIO_ABTIME', 0.0)","('BRD_TYPE', 0.0)","('BATT3_FL_FLTR', 0.0)","('AVOID_BACKUP_SPD', 0.0)","('FS_GCS_TIMEOUT', 0.0)","('ARMING_CHECK', 0.0)","('BATT2_AMP_OFFSET', 0.0)","('AHRS_TRIM_Z', 0.0)"
718,"('CAM_FEEDBACK_PIN', 0.0)","('OSD6_PARAM3_Y', 4.312944910656036e-06)","('OSD3_TEMP_X', 7.901731612247609e-06)","('ARSPD_TYPE', 0.0)","('BATT7_VLT_OFFSET', 0.0)","('BATT_FS_CRT_ACT', 0.0)","('BATT_FL_PIN', 0.0)","('BATT_CURR_PIN', 0.0)","('BRD_RADIO_TYPE', 0.0)","('BATT_VOLT_PIN', 0.0)","('CAN_D2_UC_ESC_BM', 0.0)","('CAN_D2_UC_OPTION', 0.0)","('BRD_RADIO_PPSCH', 0.0)","('BRD_RADIO_BZOFS', 0.0)","('BTN_OPTIONS3', 0.0)","('CAM_SERVO_ON', 0.0)","('BATT8_VLT_OFFSET', 0.0)","('ARSPD2_PIN', 0.0)","('ARSPD2_PIN', 0.0)","('BRD_RADIO_TXMAX', 0.0)","('BRD_PWM_VOLT_SEL', 0.0)","('BATT6_OPTIONS', 0.0)","('BRD_RADIO_ABLVL', 0.0)","('BRD_IO_ENABLE', 0.0)","('BATT3_FL_PIN', 0.0)","('AVOID_ACCEL_MAX', 0.0)","('RNGFND_FILT', 0.0)","('ARMING_OPTIONS', 0.0)","('BATT2_VLT_OFFSET', 0.0)","('AHRS_EKF_TYPE', 0.0)"
719,"('CAM_FEEDBACK_POL', 0.0)","('OSD6_PARAM4_Y', 4.312944910656036e-06)","('OSD3_HDOP_X', 7.901731612247609e-06)","('ARSPD_USE', 0.0)","('BATT7_I2C_BUS', 0.0)","('BATT_ARM_VOLT', 0.0)","('BCN_TYPE', 0.0)","('BATT_VOLT_MULT', 0.0)","('BRD_RADIO_PROT', 0.0)","('BATT_VOLT_MULT', 0.0)","('CAN_D2_UC_SRV_RT', 0.0)","('CAN_D2_UC_NTF_RT', 0.0)","('BRD_RADIO_TELEM', 0.0)","('BRD_RADIO_ABTIME', 0.0)","('BTN_OPTIONS4', 0.0)","('CAM_SERVO_OFF', 0.0)","('BATT8_I2C_BUS', 0.0)","('ARSPD2_BUS', 0.0)","('ARSPD2_BUS', 0.0)","('BRD_RADIO_BZOFS', 0.0)","('BRD_OPTIONS', 0.0)","('BATT6_VOLT_PIN', 0.0)","('BRD_RTC_TYPES', 0.0)","('BRD_SAFETYOPTION', 0.0)","('BATT4_MONITOR', 0.0)","('BARO_ALT_OFFSET', 0.0)","('SURFTRAK_MODE', 0.0)","('AROT_HS_P', 0.0)","('BATT2_I2C_ADDR', 0.0)","('AHRS_CUSTOM_ROLL', 0.0)"
720,"('CAM_AUTO_ONLY', 0.0)","('OSD6_PARAM5_Y', 4.312944910656036e-06)","('OSD3_WAYPOINT_X', 7.901731612247609e-06)","('ARSPD_OFFSET', 0.0)","('BATT7_I2C_ADDR', 0.0)","('BATT_ARM_MAH', 0.0)","('BCN_LATITUDE', 0.0)","('BATT_AMP_PERVLT', 0.0)","('BRD_RADIO_DEBUG', 0.0)","('BATT_VLT_OFFSET', 0.0)","('CAN_D2_UC_OPTION', 0.0)","('CAN_D2_UC_ESC_OF', 0.0)","('BRD_RADIO_TXPOW', 0.0)","('BRD_RADIO_ABLVL', 0.0)","('BTN_FUNC1', 0.0)","('CAM_TRIGG_DIST', 0.0)","('BATT8_I2C_ADDR', 0.0)","('ATC_ACCEL_Y_MAX', 0.0)","('ATC_ACCEL_Y_MAX', 0.0)","('BRD_RADIO_ABTIME', 0.0)","('BRD_BOOT_DELAY', 0.0)","('BATT6_CURR_PIN', 0.0)","('BRD_RTC_TZ_MIN', 0.0)","('BRD_VBUS_MIN', 0.0)","('BATT4_CAPACITY', 0.0)","('BARO_PRIMARY', 0.0)","('FS_DR_ENABLE', 0.0)","('AROT_HS_SET_PT', 0.0)","('BATT2_SUM_MASK', 0.0)","('AHRS_CUSTOM_PIT', 0.0)"
721,"('CAM_TYPE', 0.0)","('OSD6_PARAM6_Y', 4.312944910656036e-06)","('OSD3_XTRACK_X', 7.901731612247609e-06)","('ARSPD_RATIO', 0.0)","('BATT7_FL_VLT_MIN', 0.0)","('BATT_OPTIONS', 0.0)","('BCN_LONGITUDE', 0.0)","('BATT_AMP_OFFSET', 0.0)","('BRD_RADIO_DISCRC', 0.0)","('BATT_I2C_BUS', 0.0)","('CAN_D2_UC_NTF_RT', 0.0)","('CAN_D2_UC_POOL', 0.0)","('BRD_RADIO_FCCTST', 0.0)","('BRD_RTC_TYPES', 0.0)","('BTN_FUNC2', 0.0)","('CAM_RELAY_ON', 0.0)","('BATT8_SUM_MASK', 0.0)","('ATC_ACCEL_R_MAX', 0.0)","('ATC_ACCEL_R_MAX', 0.0)","('BRD_RADIO_ABLVL', 0.0)","('BRD_HEAT_P', 0.0)","('BATT6_VOLT_MULT', 0.0)","('BTN_ENABLE', 0.0)","('BRD_VSERVO_MIN', 0.0)","('BATT4_SERIAL_NUM', 0.0)","('BARO_EXT_BUS', 0.0)","('FS_DR_TIMEOUT', 0.0)","('AROT_TARG_SP', 0.0)","('BATT2_CURR_MULT', 0.0)","('AHRS_CUSTOM_YAW', 0.0)"
